Chr	Start	End	Region	GenomeVersion
chrX	118096939	118098017	segmentaldup	GRCh37
chrX	118170391	118173681	segmentaldup	GRCh37
chrX	118204199	118205256	segmentaldup	GRCh37
chrX	118206234	118212597	segmentaldup	GRCh37
chrX	118354680	118356400	segmentaldup	GRCh37
chrX	118603621	118605282	segmentaldup	GRCh37
chrX	119108821	119110871	segmentaldup	GRCh37
chrX	119172167	119221021	segmentaldup	GRCh37
chrX	119283145	119332013	segmentaldup	GRCh37
chrX	119335458	119336501	segmentaldup	GRCh37
chrX	119389599	119392196	segmentaldup	GRCh37
chrX	119658497	119660362	segmentaldup	GRCh37
chrX	119867933	119869414	segmentaldup	GRCh37
chrX	120002201	120003807	segmentaldup	GRCh37
chrX	120003939	120013235	segmentaldup	GRCh37
chrX	120063235	120120871	segmentaldup	GRCh37
chrX	120183094	120184459	segmentaldup	GRCh37
chrX	120336690	120338949	segmentaldup	GRCh37
chrX	122248337	122250901	segmentaldup	GRCh37
chrX	122695769	122697649	segmentaldup	GRCh37
chrX	122932039	122933290	segmentaldup	GRCh37
chrX	122948638	122949893	segmentaldup	GRCh37
chrX	123040835	123042873	segmentaldup	GRCh37
chrX	123414279	123415598	segmentaldup	GRCh37
chrX	125863045	125864391	segmentaldup	GRCh37
chrX	127114331	127117439	segmentaldup	GRCh37
chrX	127838807	127840160	segmentaldup	GRCh37
chrX	128175167	128176606	segmentaldup	GRCh37
chrX	128986020	128987603	segmentaldup	GRCh37
chrX	129058768	129063703	segmentaldup	GRCh37
chrX	129545319	129547625	segmentaldup	GRCh37
chrX	129630027	129631541	segmentaldup	GRCh37
chrX	130576294	130578218	segmentaldup	GRCh37
chrX	130624836	130627536	segmentaldup	GRCh37
chrX	130780666	130782246	segmentaldup	GRCh37
chrX	130811148	130815651	segmentaldup	GRCh37
chrX	130972806	130978349	segmentaldup	GRCh37
chrX	131262676	131264253	segmentaldup	GRCh37
chrX	132751121	132752372	segmentaldup	GRCh37
chrX	132797328	132798841	segmentaldup	GRCh37
chrX	132896745	132897785	segmentaldup	GRCh37
chrX	133107663	133112819	segmentaldup	GRCh37
chrX	133122270	133153400	segmentaldup	GRCh37
chrX	133172029	133173760	segmentaldup	GRCh37
chrX	133184391	133185872	segmentaldup	GRCh37
chrX	133204668	133209786	segmentaldup	GRCh37
chrX	133613103	133616534	segmentaldup	GRCh37
chrX	133637508	133640567	segmentaldup	GRCh37
chrX	134093093	134096435	segmentaldup	GRCh37
chrX	134155434	134156520	segmentaldup	GRCh37
chrX	134166410	134167678	segmentaldup	GRCh37
chrX	134184857	134186169	segmentaldup	GRCh37
chrX	134226897	134233860	segmentaldup	GRCh37
chrX	134250050	134335636	segmentaldup	GRCh37
chrX	134335661	134390361	segmentaldup	GRCh37
chrX	134419889	134421780	segmentaldup	GRCh37
chrX	134554857	134561481	segmentaldup	GRCh37
chrX	134729094	134745199	segmentaldup	GRCh37
chrX	134745204	134756657	segmentaldup	GRCh37
chrX	134766735	134770111	segmentaldup	GRCh37
chrX	134800000	134823566	segmentaldup	GRCh37
chrX	134836764	134842296	segmentaldup	GRCh37
chrX	134846411	134903159	segmentaldup	GRCh37
chrX	134904365	134909738	segmentaldup	GRCh37
chrX	134917019	134971858	segmentaldup	GRCh37
chrX	134975805	134991978	segmentaldup	GRCh37
chrX	135010033	135013399	segmentaldup	GRCh37
chrX	135024615	135032064	segmentaldup	GRCh37
chrX	135292028	135293511	segmentaldup	GRCh37
chrX	135951350	135952578	segmentaldup	GRCh37
chrX	135955402	135956612	segmentaldup	GRCh37
chrX	136013002	136017431	segmentaldup	GRCh37
chrX	136057614	136058639	segmentaldup	GRCh37
chrX	136281542	136283990	segmentaldup	GRCh37
chrX	138216897	138218041	segmentaldup	GRCh37
chrX	138245735	138247069	segmentaldup	GRCh37
chrX	138529770	138531132	segmentaldup	GRCh37
chrX	139069598	139071168	segmentaldup	GRCh37
chrX	139086368	139102575	segmentaldup	GRCh37
chrX	139114457	139116041	segmentaldup	GRCh37
chrX	139154133	139158227	segmentaldup	GRCh37
chrX	139217913	139221430	segmentaldup	GRCh37
chrX	139295814	139311560	segmentaldup	GRCh37
chrX	140077191	140208778	segmentaldup	GRCh37
chrX	140317812	140347377	segmentaldup	GRCh37
chrX	140354761	140358383	segmentaldup	GRCh37
chrX	140560810	140690004	segmentaldup	GRCh37
chrX	140764756	140789063	segmentaldup	GRCh37
chrX	140789381	140790793	segmentaldup	GRCh37
chrX	140862579	140872063	segmentaldup	GRCh37
chrX	140997268	141005890	segmentaldup	GRCh37
chrX	141272601	141281185	segmentaldup	GRCh37
chrX	142586943	142589948	segmentaldup	GRCh37
chrX	142593676	142607676	segmentaldup	GRCh37
chrX	142617795	142620201	segmentaldup	GRCh37
chrX	142642938	142646445	segmentaldup	GRCh37
chrX	142682693	142683823	segmentaldup	GRCh37
chrX	142792387	142806217	segmentaldup	GRCh37
chrX	142967176	142968359	segmentaldup	GRCh37
chrX	143160972	143295660	segmentaldup	GRCh37
chrX	144323846	144327953	segmentaldup	GRCh37
chrX	144328220	144337620	segmentaldup	GRCh37
chrX	144337857	144341176	segmentaldup	GRCh37
chrX	144518659	144520187	segmentaldup	GRCh37
chrX	145700256	145702267	segmentaldup	GRCh37
chrX	145881200	145909976	segmentaldup	GRCh37
chrX	146036557	146037864	segmentaldup	GRCh37
chrX	146050595	146053976	segmentaldup	GRCh37
chrX	146264401	146268248	segmentaldup	GRCh37
chrX	146360622	146368711	segmentaldup	GRCh37
chrX	146557846	146559022	segmentaldup	GRCh37
chrX	147404395	147407020	segmentaldup	GRCh37
chrX	147546184	147547449	segmentaldup	GRCh37
chrX	147940130	147941337	segmentaldup	GRCh37
chrX	147976822	147978670	segmentaldup	GRCh37
chrX	148568956	148570545	segmentaldup	GRCh37
chrX	148584347	148585745	segmentaldup	GRCh37
chrX	148606556	148609571	segmentaldup	GRCh37
chrX	148613958	148643733	segmentaldup	GRCh37
chrX	148654665	148683902	segmentaldup	GRCh37
chrX	148734532	148762795	segmentaldup	GRCh37
chrX	148793075	148795225	segmentaldup	GRCh37
chrX	148795701	148796755	segmentaldup	GRCh37
chrX	148803803	148832059	segmentaldup	GRCh37
chrX	148841982	148845141	segmentaldup	GRCh37
chrX	148848798	148877919	segmentaldup	GRCh37
chrX	149085513	149116021	segmentaldup	GRCh37
chrX	149382698	149385122	segmentaldup	GRCh37
chrX	149399066	149401142	segmentaldup	GRCh37
chrX	149508433	149510856	segmentaldup	GRCh37
chrX	150155601	150157238	segmentaldup	GRCh37
chrX	150392049	150394791	segmentaldup	GRCh37
chrX	151081880	151085063	segmentaldup	GRCh37
chrX	151085297	151089032	segmentaldup	GRCh37
chrX	151647957	151649752	segmentaldup	GRCh37
chrX	151847040	151958439	segmentaldup	GRCh37
chrX	152151102	152157764	segmentaldup	GRCh37
chrX	152219691	152220782	segmentaldup	GRCh37
chrX	152229636	152277099	segmentaldup	GRCh37
chrX	152327099	152349894	segmentaldup	GRCh37
chrX	152371586	152415150	segmentaldup	GRCh37
chrX	152434774	152463471	segmentaldup	GRCh37
chrX	152515657	152560433	segmentaldup	GRCh37
chrX	152578151	152583574	segmentaldup	GRCh37
chrX	152674757	152676168	segmentaldup	GRCh37
chrX	152891732	152893127	segmentaldup	GRCh37
chrX	152951717	152978261	segmentaldup	GRCh37
chrX	153005948	153015705	segmentaldup	GRCh37
chrX	153444157	153519082	segmentaldup	GRCh37
chrX	153530277	153532945	segmentaldup	GRCh37
chrX	153564285	153575614	segmentaldup	GRCh37
chrX	153613227	153624563	segmentaldup	GRCh37
chrX	153783899	153819590	segmentaldup	GRCh37
chrX	153836344	153877056	segmentaldup	GRCh37
chrX	153878603	153882800	segmentaldup	GRCh37
chrX	154044573	154045797	segmentaldup	GRCh37
chrX	154109089	154118602	segmentaldup	GRCh37
chrX	154234381	154235422	segmentaldup	GRCh37
chrX	154376055	154377096	segmentaldup	GRCh37
chrX	154517464	154520710	segmentaldup	GRCh37
chrX	154564402	154565794	segmentaldup	GRCh37
chrX	154566001	154616376	segmentaldup	GRCh37
chrX	154683643	154734211	segmentaldup	GRCh37
chrX	154839920	154841290	segmentaldup	GRCh37
chrX	154930289	155260560	segmentaldup	GRCh37
chrY	10000	44821	segmentaldup	GRCh37
chrY	94821	181384	segmentaldup	GRCh37
chrY	231384	997557	segmentaldup	GRCh37
chrY	1047557	1084113	segmentaldup	GRCh37
chrY	1134113	1214234	segmentaldup	GRCh37
chrY	1264234	2018238	segmentaldup	GRCh37
chrY	2068238	2649520	segmentaldup	GRCh37
chrY	2907975	2909237	segmentaldup	GRCh37
chrY	2917958	3258597	segmentaldup	GRCh37
chrY	3258605	3500518	segmentaldup	GRCh37
chrY	3533906	3712250	segmentaldup	GRCh37
chrY	3721124	4351753	segmentaldup	GRCh37
chrY	4353681	4371364	segmentaldup	GRCh37
chrY	4371693	4475444	segmentaldup	GRCh37
chrY	4476833	4588661	segmentaldup	GRCh37
chrY	4588666	4828565	segmentaldup	GRCh37
chrY	4829335	5266206	segmentaldup	GRCh37
chrY	5266210	6102616	segmentaldup	GRCh37
chrY	6102852	6400783	segmentaldup	GRCh37
chrY	6400835	6592195	segmentaldup	GRCh37
chrY	6595846	6616600	segmentaldup	GRCh37
chrY	6815735	6822521	segmentaldup	GRCh37
chrY	7081652	7094056	segmentaldup	GRCh37
chrY	7139240	7158907	segmentaldup	GRCh37
chrY	7159789	7167241	segmentaldup	GRCh37
chrY	7167709	7178453	segmentaldup	GRCh37
chrY	7181528	7194403	segmentaldup	GRCh37
chrY	7201701	7231494	segmentaldup	GRCh37
chrY	7233315	7244552	segmentaldup	GRCh37
chrY	7245933	7249835	segmentaldup	GRCh37
chrY	7277984	7285335	segmentaldup	GRCh37
chrY	7286493	7311054	segmentaldup	GRCh37
chrY	7311693	7318746	segmentaldup	GRCh37
chrY	7318856	7321325	segmentaldup	GRCh37
chrY	7321673	7348263	segmentaldup	GRCh37
chrY	7349509	7359590	segmentaldup	GRCh37
chrY	7360308	7375988	segmentaldup	GRCh37
chrY	7377206	7405293	segmentaldup	GRCh37
chrY	7411655	7435910	segmentaldup	GRCh37
chrY	7439597	7446501	segmentaldup	GRCh37
chrY	7446528	7540962	segmentaldup	GRCh37
chrY	7600000	7605048	segmentaldup	GRCh37
chrY	7659269	7671810	segmentaldup	GRCh37
chrY	7978148	7983467	segmentaldup	GRCh37
chrY	8000000	8001687	segmentaldup	GRCh37
chrY	8099180	8101069	segmentaldup	GRCh37
chrY	8163939	8166432	segmentaldup	GRCh37
chrY	8276015	8279548	segmentaldup	GRCh37
chrY	8372017	8374246	segmentaldup	GRCh37
chrY	8689270	8690990	segmentaldup	GRCh37
chrY	8751529	8835072	segmentaldup	GRCh37
chrY	8875351	8914955	segmentaldup	GRCh37
chrY	8964955	9063875	segmentaldup	GRCh37
chrY	9063917	9095293	segmentaldup	GRCh37
chrY	9095478	9241322	segmentaldup	GRCh37
chrY	9291322	9372552	segmentaldup	GRCh37
chrY	9379886	9401758	segmentaldup	GRCh37
chrY	9466033	9640281	segmentaldup	GRCh37
chrY	9648763	9757201	segmentaldup	GRCh37
chrY	9785801	9810447	segmentaldup	GRCh37
chrY	9833069	9850891	segmentaldup	GRCh37
chrY	9925613	10043389	segmentaldup	GRCh37
chrY	13196529	13450955	segmentaldup	GRCh37
chrY	13462485	13463614	segmentaldup	GRCh37
chrY	13463768	13466128	segmentaldup	GRCh37
chrY	13487895	13489028	segmentaldup	GRCh37
chrY	13490108	13600000	segmentaldup	GRCh37
chrY	13600605	13645958	segmentaldup	GRCh37
chrY	13870231	13875615	segmentaldup	GRCh37
chrY	13878597	13976940	segmentaldup	GRCh37
chrY	13977325	13984216	segmentaldup	GRCh37
chrY	13993101	13999463	segmentaldup	GRCh37
chrY	14000888	14159312	segmentaldup	GRCh37
chrY	14168656	14174958	segmentaldup	GRCh37
chrY	14211807	14231845	segmentaldup	GRCh37
chrY	14324570	14373222	segmentaldup	GRCh37
chrY	14412953	14432432	segmentaldup	GRCh37
chrY	14447163	14448417	segmentaldup	GRCh37
chrY	14455947	14475069	segmentaldup	GRCh37
chrY	14482726	14490843	segmentaldup	GRCh37
chrY	14491327	14505657	segmentaldup	GRCh37
chrY	14505699	14513353	segmentaldup	GRCh37
chrY	14516195	14535009	segmentaldup	GRCh37
chrY	14536613	14539625	segmentaldup	GRCh37
chrY	14539984	14619848	segmentaldup	GRCh37
chrY	14621325	14628234	segmentaldup	GRCh37
chrY	15925029	15928805	segmentaldup	GRCh37
chrY	16009867	16046492	segmentaldup	GRCh37
chrY	16046537	16063701	segmentaldup	GRCh37
chrY	16069880	16076875	segmentaldup	GRCh37
chrY	16089534	16131537	segmentaldup	GRCh37
chrY	16134951	16172362	segmentaldup	GRCh37
chrY	16432445	16444526	segmentaldup	GRCh37
chrY	17052568	17053630	segmentaldup	GRCh37
chrY	17056681	17063968	segmentaldup	GRCh37
chrY	17257759	17265132	segmentaldup	GRCh37
chrY	17304997	17307150	segmentaldup	GRCh37
chrY	17427215	17441165	segmentaldup	GRCh37
chrY	17867700	17875556	segmentaldup	GRCh37
chrY	17986737	17995460	segmentaldup	GRCh37
chrY	18008098	18016824	segmentaldup	GRCh37
chrY	18271431	18381426	segmentaldup	GRCh37
chrY	18427655	18537677	segmentaldup	GRCh37
chrY	18730262	18731287	segmentaldup	GRCh37
chrY	19567683	20063140	segmentaldup	GRCh37
chrY	20063188	20143885	segmentaldup	GRCh37
chrY	20193885	20612087	segmentaldup	GRCh37
chrY	20612098	20802247	segmentaldup	GRCh37
chrY	20841912	21032070	segmentaldup	GRCh37
chrY	21152536	21154677	segmentaldup	GRCh37
chrY	23063738	23064793	segmentaldup	GRCh37
chrY	23068048	23069301	segmentaldup	GRCh37
chrY	23167812	23183578	segmentaldup	GRCh37
chrY	23209650	23225433	segmentaldup	GRCh37
chrY	23466066	23471670	segmentaldup	GRCh37
chrY	23471694	23473271	segmentaldup	GRCh37
chrY	23473452	23475994	segmentaldup	GRCh37
chrY	23476756	23479373	segmentaldup	GRCh37
chrY	23489996	23509283	segmentaldup	GRCh37
chrY	23514722	23541754	segmentaldup	GRCh37
chrY	23542113	23591736	segmentaldup	GRCh37
chrY	23636626	23654599	segmentaldup	GRCh37
chrY	23654661	23766331	segmentaldup	GRCh37
chrY	23772950	23798491	segmentaldup	GRCh37
chrY	23802086	23897060	segmentaldup	GRCh37
chrY	23951428	24354882	segmentaldup	GRCh37
chrY	24354917	24362825	segmentaldup	GRCh37
chrY	24367752	24373061	segmentaldup	GRCh37
chrY	24421433	24431691	segmentaldup	GRCh37
chrY	24438650	24440513	segmentaldup	GRCh37
chrY	24448188	24479472	segmentaldup	GRCh37
chrY	24482717	24485170	segmentaldup	GRCh37
chrY	24492832	24511155	segmentaldup	GRCh37
chrY	24520948	26273527	segmentaldup	GRCh37
chrY	26274678	27003173	segmentaldup	GRCh37
chrY	27003415	27690544	segmentaldup	GRCh37
chrY	27691695	28478596	segmentaldup	GRCh37
chrY	28478606	28548424	segmentaldup	GRCh37
chrY	28548463	28555528	segmentaldup	GRCh37
chrY	28555533	28609526	segmentaldup	GRCh37
chrY	28614505	28619958	segmentaldup	GRCh37
chrY	28623973	28627309	segmentaldup	GRCh37
chrY	28627325	28629546	segmentaldup	GRCh37
chrY	28636331	28784072	segmentaldup	GRCh37
chrY	28790308	28796051	segmentaldup	GRCh37
chrY	58819361	58917656	segmentaldup	GRCh37
chrY	58967656	58971899	segmentaldup	GRCh37
chrY	58998097	59363566	segmentaldup	GRCh37
chr1	10000	87112	segmentaldup	GRCh38
chr1	87113	207666	segmentaldup	GRCh38
chr1	257666	297956	segmentaldup	GRCh38
chr1	347968	535988	segmentaldup	GRCh38
chr1	585988	817292	segmentaldup	GRCh38
chr1	817367	821400	segmentaldup	GRCh38
chr1	823659	867135	segmentaldup	GRCh38
chr1	867192	872507	segmentaldup	GRCh38
chr1	872879	898701	segmentaldup	GRCh38
chr1	955921	960557	segmentaldup	GRCh38
chr1	1075856	1079032	segmentaldup	GRCh38
chr1	1444514	1448930	segmentaldup	GRCh38
chr1	1464079	1496342	segmentaldup	GRCh38
chr1	1496432	1502033	segmentaldup	GRCh38
chr1	1504522	1534825	segmentaldup	GRCh38
chr1	1632457	1665030	segmentaldup	GRCh38
chr1	1666823	1677750	segmentaldup	GRCh38
chr1	1685863	1699583	segmentaldup	GRCh38
chr1	1699616	1730936	segmentaldup	GRCh38
chr1	1733195	1740585	segmentaldup	GRCh38
chr1	1740642	1752193	segmentaldup	GRCh38
chr1	2548425	2550688	segmentaldup	GRCh38
chr1	2551369	2554047	segmentaldup	GRCh38
chr1	2567635	2570293	segmentaldup	GRCh38
chr1	2576603	2578586	segmentaldup	GRCh38
chr1	2652036	2702781	segmentaldup	GRCh38
chr1	2746297	2777361	segmentaldup	GRCh38
chr1	4043198	4045223	segmentaldup	GRCh38
chr1	5654881	5657240	segmentaldup	GRCh38
chr1	5665835	5673788	segmentaldup	GRCh38
chr1	6185028	6186818	segmentaldup	GRCh38
chr1	6427660	6459417	segmentaldup	GRCh38
chr1	8500394	8503103	segmentaldup	GRCh38
chr1	8610392	8625574	segmentaldup	GRCh38
chr1	8653707	8659730	segmentaldup	GRCh38
chr1	8893201	8894618	segmentaldup	GRCh38
chr1	9726946	9728915	segmentaldup	GRCh38
chr1	11022121	11024040	segmentaldup	GRCh38
chr1	11920064	11926403	segmentaldup	GRCh38
chr1	12780114	12799974	segmentaldup	GRCh38
chr1	12809207	12846275	segmentaldup	GRCh38
chr1	12847096	12849522	segmentaldup	GRCh38
chr1	12851192	12853602	segmentaldup	GRCh38
chr1	12855323	12954384	segmentaldup	GRCh38
chr1	13004384	13117600	segmentaldup	GRCh38
chr1	13122521	13393767	segmentaldup	GRCh38
chr1	13555212	13557917	segmentaldup	GRCh38
chr1	15454045	15472435	segmentaldup	GRCh38
chr1	15473454	15491767	segmentaldup	GRCh38
chr1	15667766	15669044	segmentaldup	GRCh38
chr1	15793742	15804669	segmentaldup	GRCh38
chr1	16020437	16040582	segmentaldup	GRCh38
chr1	16042272	16063090	segmentaldup	GRCh38
chr1	16395354	16398143	segmentaldup	GRCh38
chr1	16467214	16474106	segmentaldup	GRCh38
chr1	16474442	16617121	segmentaldup	GRCh38
chr1	16617272	16637103	segmentaldup	GRCh38
chr1	16637105	16720726	segmentaldup	GRCh38
chr1	16720738	16723782	segmentaldup	GRCh38
chr1	16724992	16799163	segmentaldup	GRCh38
chr1	16849163	16905187	segmentaldup	GRCh38
chr1	16905457	16954362	segmentaldup	GRCh38
chr1	16973745	16975093	segmentaldup	GRCh38
chr1	17406761	17409197	segmentaldup	GRCh38
chr1	19265951	19277815	segmentaldup	GRCh38
chr1	19278608	19291819	segmentaldup	GRCh38
chr1	21398055	21399378	segmentaldup	GRCh38
chr1	21411103	21427993	segmentaldup	GRCh38
chr1	21428825	21432220	segmentaldup	GRCh38
chr1	21432917	21438054	segmentaldup	GRCh38
chr1	21439789	21486582	segmentaldup	GRCh38
chr1	21967354	21993014	segmentaldup	GRCh38
chr1	21993019	22016200	segmentaldup	GRCh38
chr1	22086436	22092950	segmentaldup	GRCh38
chr1	23309798	23311323	segmentaldup	GRCh38
chr1	23901052	23903194	segmentaldup	GRCh38
chr1	23948200	23949512	segmentaldup	GRCh38
chr1	23960928	23963425	segmentaldup	GRCh38
chr1	23966444	23967725	segmentaldup	GRCh38
chr1	23969079	23972008	segmentaldup	GRCh38
chr1	24672219	24673270	segmentaldup	GRCh38
chr1	24832261	24834970	segmentaldup	GRCh38
chr1	24840788	24844321	segmentaldup	GRCh38
chr1	25258882	25338354	segmentaldup	GRCh38
chr1	25362422	25425328	segmentaldup	GRCh38
chr1	26218580	26220890	segmentaldup	GRCh38
chr1	26425296	26429726	segmentaldup	GRCh38
chr1	26519126	26520421	segmentaldup	GRCh38
chr1	26637878	26642254	segmentaldup	GRCh38
chr1	26646154	26650668	segmentaldup	GRCh38
chr1	26817241	26819339	segmentaldup	GRCh38
chr1	26985327	26986346	segmentaldup	GRCh38
chr1	27206827	27208747	segmentaldup	GRCh38
chr1	27325329	27326527	segmentaldup	GRCh38
chr1	27404232	27410208	segmentaldup	GRCh38
chr1	27734241	27735850	segmentaldup	GRCh38
chr1	27961745	27968783	segmentaldup	GRCh38
chr1	28095058	28096388	segmentaldup	GRCh38
chr1	28215540	28216820	segmentaldup	GRCh38
chr1	28218098	28219694	segmentaldup	GRCh38
chr1	28499161	28500308	segmentaldup	GRCh38
chr1	28593694	28595449	segmentaldup	GRCh38
chr1	28742734	28743987	segmentaldup	GRCh38
chr1	29328380	29331332	segmentaldup	GRCh38
chr1	29343584	29345264	segmentaldup	GRCh38
chr1	29454237	29455280	segmentaldup	GRCh38
chr1	29521094	29522600	segmentaldup	GRCh38
chr1	29549115	29552232	segmentaldup	GRCh38
chr1	29651367	29652584	segmentaldup	GRCh38
chr1	29680812	29682594	segmentaldup	GRCh38
chr1	29754670	29756428	segmentaldup	GRCh38
chr1	30132416	30133634	segmentaldup	GRCh38
chr1	30285108	30286793	segmentaldup	GRCh38
chr1	30318857	30320372	segmentaldup	GRCh38
chr1	30361184	30362947	segmentaldup	GRCh38
chr1	30374144	30375165	segmentaldup	GRCh38
chr1	30445507	30447204	segmentaldup	GRCh38
chr1	30448939	30451875	segmentaldup	GRCh38
chr1	30516434	30518191	segmentaldup	GRCh38
chr1	30655833	30659022	segmentaldup	GRCh38
chr1	30661075	30662761	segmentaldup	GRCh38
chr1	31906420	31908960	segmentaldup	GRCh38
chr1	32333850	32335092	segmentaldup	GRCh38
chr1	32423225	32426261	segmentaldup	GRCh38
chr1	32620835	32621950	segmentaldup	GRCh38
chr1	32679638	32680651	segmentaldup	GRCh38
chr1	33050982	33053497	segmentaldup	GRCh38
chr1	33403534	33404873	segmentaldup	GRCh38
chr1	35120778	35122196	segmentaldup	GRCh38
chr1	35420051	35421939	segmentaldup	GRCh38
chr1	36286365	36289756	segmentaldup	GRCh38
chr1	36303794	36305334	segmentaldup	GRCh38
chr1	37781126	37782228	segmentaldup	GRCh38
chr1	37956992	37958265	segmentaldup	GRCh38
chr1	38708844	38711237	segmentaldup	GRCh38
chr1	38862489	38864716	segmentaldup	GRCh38
chr1	39004044	39005905	segmentaldup	GRCh38
chr1	39490133	39496725	segmentaldup	GRCh38
chr1	39497604	39499596	segmentaldup	GRCh38
chr1	39509526	39525868	segmentaldup	GRCh38
chr1	39554769	39555835	segmentaldup	GRCh38
chr1	39555836	39556924	segmentaldup	GRCh38
chr1	39718563	39720007	segmentaldup	GRCh38
chr1	39760348	39776678	segmentaldup	GRCh38
chr1	39777533	39779547	segmentaldup	GRCh38
chr1	39784067	39790231	segmentaldup	GRCh38
chr1	39895427	39896561	segmentaldup	GRCh38
chr1	40069688	40072648	segmentaldup	GRCh38
chr1	40559339	40561051	segmentaldup	GRCh38
chr1	42041288	42042845	segmentaldup	GRCh38
chr1	42811944	42813372	segmentaldup	GRCh38
chr1	42889641	42892421	segmentaldup	GRCh38
chr1	42984413	42986332	segmentaldup	GRCh38
chr1	43849437	43850563	segmentaldup	GRCh38
chr1	44103041	44104705	segmentaldup	GRCh38
chr1	44129350	44135360	segmentaldup	GRCh38
chr1	44959610	44960970	segmentaldup	GRCh38
chr1	45016400	45020779	segmentaldup	GRCh38
chr1	45845342	45847175	segmentaldup	GRCh38
chr1	46239997	46242959	segmentaldup	GRCh38
chr1	46557417	46558802	segmentaldup	GRCh38
chr1	46717901	46719036	segmentaldup	GRCh38
chr1	46838544	46900684	segmentaldup	GRCh38
chr1	46921731	46950355	segmentaldup	GRCh38
chr1	47051281	47052776	segmentaldup	GRCh38
chr1	47067239	47122930	segmentaldup	GRCh38
chr1	47127552	47157145	segmentaldup	GRCh38
